DataFimVigencia,DataInicioVigencia,DataReuniaoCopom,MetaSelic,NumeroReuniaoCopom,ReuniaoExtraordinaria,TaxaSelicEfetivaAnualizada,TaxaSelicEfetivaVigencia,TaxaTban,UsoMetaSelic,Vies
,2023-05-04T03:00:00Z,2023-05-03T03:00:00Z,13.75,254.0,False,,,,False,sem viés
2023-05-03T03:00:00Z,2023-03-23T03:00:00Z,2023-03-22T03:00:00Z,13.75,253.0,False,13.65,1.38,,False,sem viés
2023-03-22T03:00:00Z,2023-02-02T03:00:00Z,2023-02-01T03:00:00Z,13.75,252.0,False,13.65,1.69,,False,sem viés
2023-02-01T03:00:00Z,2022-12-08T03:00:00Z,2022-12-07T03:00:00Z,13.75,251.0,False,13.65,2.05,,False,sem viés
2022-12-07T03:00:00Z,2022-10-27T03:00:00Z,2022-10-26T03:00:00Z,13.75,250.0,False,13.65,1.43,,False,sem viés
2022-10-26T03:00:00Z,2022-09-22T03:00:00Z,2022-09-21T03:00:00Z,13.75,249.0,False,13.65,1.23,,False,sem viés
2022-09-21T03:00:00Z,2022-08-04T03:00:00Z,2022-08-03T03:00:00Z,13.75,248.0,False,13.65,1.74,,False,sem viés
2022-08-03T03:00:00Z,2022-06-17T03:00:00Z,2022-06-15T03:00:00Z,13.25,247.0,False,13.15,1.68,,False,sem viés
2022-06-16T03:00:00Z,2022-05-05T03:00:00Z,2022-05-04T03:00:00Z,12.75,246.0,False,12.65,1.43,,False,sem viés
2022-05-04T03:00:00Z,2022-03-17T03:00:00Z,2022-03-16T03:00:00Z,11.75,245.0,False,11.65,1.45,,False,sem viés
2022-03-16T03:00:00Z,2022-02-03T03:00:00Z,2022-02-02T03:00:00Z,10.75,244.0,False,10.65,1.13,,False,sem viés
2022-02-02T03:00:00Z,2021-12-09T03:00:00Z,2021-12-08T03:00:00Z,9.25,243.0,False,9.15,1.4,,False,sem viés
2021-12-08T03:00:00Z,2021-10-28T03:00:00Z,2021-10-27T03:00:00Z,7.75,242.0,False,7.65,0.82,,False,sem viés
2021-10-27T03:00:00Z,2021-09-23T03:00:00Z,2021-09-22T03:00:00Z,6.25,241.0,False,6.15,0.57,,False,sem viés
2021-09-22T03:00:00Z,2021-08-05T03:00:00Z,2021-08-04T03:00:00Z,5.25,240.0,False,5.15,0.68,,False,sem viés
2021-08-04T03:00:00Z,2021-06-17T03:00:00Z,2021-06-16T03:00:00Z,4.25,239.0,False,4.15,0.57,,False,sem viés
2021-06-16T03:00:00Z,2021-05-06T03:00:00Z,2021-05-05T03:00:00Z,3.5,238.0,False,3.4,0.39,,False,sem viés
2021-05-05T03:00:00Z,2021-03-18T03:00:00Z,2021-03-17T03:00:00Z,2.75,237.0,False,2.65,0.34,,False,sem viés
2021-03-17T03:00:00Z,2021-01-21T03:00:00Z,2021-01-20T03:00:00Z,2.0,236.0,False,1.9,0.28,,False,sem viés
2021-01-20T03:00:00Z,2020-12-10T03:00:00Z,2020-12-09T03:00:00Z,2.0,235.0,False,1.9,0.21,,False,sem viés
2020-12-09T03:00:00Z,2020-10-29T03:00:00Z,2020-10-28T03:00:00Z,2.0,234.0,False,1.9,0.22,,False,sem viés
2020-10-28T03:00:00Z,2020-09-17T03:00:00Z,2020-09-16T03:00:00Z,2.0,233.0,False,1.9,0.22,,False,sem viés
2020-09-16T03:00:00Z,2020-08-06T03:00:00Z,2020-08-05T03:00:00Z,2.0,232.0,False,1.9,0.22,,False,sem viés
2020-08-05T03:00:00Z,2020-06-18T03:00:00Z,2020-06-17T03:00:00Z,2.25,231.0,False,2.15,0.3,,False,sem viés
2020-06-17T03:00:00Z,2020-05-07T03:00:00Z,2020-05-06T03:00:00Z,3.0,230.0,False,2.9,0.32,,False,sem viés
2020-05-06T03:00:00Z,2020-03-19T03:00:00Z,2020-03-18T03:00:00Z,3.75,229.0,False,3.65,0.46,,False,sem viés
2020-03-18T03:00:00Z,2020-02-06T03:00:00Z,2020-02-05T03:00:00Z,4.25,228.0,False,4.15,0.45,,False,sem viés
2020-02-05T03:00:00Z,2019-12-12T03:00:00Z,2019-12-11T03:00:00Z,4.5,227.0,False,4.4,0.65,,False,sem viés
2019-12-11T03:00:00Z,2019-10-31T03:00:00Z,2019-10-30T03:00:00Z,5.0,226.0,False,4.9,0.55,,False,sem viés
2019-10-30T03:00:00Z,2019-09-19T03:00:00Z,2019-09-18T03:00:00Z,5.5,225.0,False,5.4,0.63,,False,sem viés
2019-09-18T03:00:00Z,2019-08-01T03:00:00Z,2019-07-31T03:00:00Z,6.0,224.0,False,5.9,0.8,,False,sem viés
2019-07-31T03:00:00Z,2019-06-21T03:00:00Z,2019-06-19T03:00:00Z,6.5,223.0,False,6.4,0.72,,False,sem viés
2019-06-20T03:00:00Z,2019-05-09T03:00:00Z,2019-05-08T03:00:00Z,6.5,222.0,False,6.4,0.74,,False,sem viés
2019-05-08T03:00:00Z,2019-03-21T03:00:00Z,2019-03-20T03:00:00Z,6.5,221.0,False,6.4,0.82,,False,sem viés
2019-03-20T03:00:00Z,2019-02-07T02:00:00Z,2019-02-06T02:00:00Z,6.5,220.0,False,6.4,0.69,,False,sem viés
2019-02-06T02:00:00Z,2018-12-13T02:00:00Z,2018-12-12T02:00:00Z,6.5,219.0,False,6.4,0.94,,False,sem viés
2018-12-12T02:00:00Z,2018-11-01T03:00:00Z,2018-10-31T03:00:00Z,6.5,218.0,False,6.4,0.69,,False,sem viés
2018-10-31T03:00:00Z,2018-09-20T03:00:00Z,2018-09-19T03:00:00Z,6.5,217.0,False,6.4,0.72,,False,sem viés
2018-09-19T03:00:00Z,2018-08-02T03:00:00Z,2018-08-01T03:00:00Z,6.5,216.0,False,6.4,0.84,,False,sem viés
2018-08-01T03:00:00Z,2018-06-21T03:00:00Z,2018-06-20T03:00:00Z,6.5,215.0,False,6.4,0.74,,False,sem viés
2018-06-20T03:00:00Z,2018-05-17T03:00:00Z,2018-05-16T03:00:00Z,6.5,214.0,False,6.4,0.59,,False,sem viés
2018-05-16T03:00:00Z,2018-03-22T03:00:00Z,2018-03-21T03:00:00Z,6.5,213.0,False,6.4,0.94,,False,sem viés
2018-03-21T03:00:00Z,2018-02-08T02:00:00Z,2018-02-07T02:00:00Z,6.75,212.0,False,6.65,0.72,,False,sem viés
2018-02-07T02:00:00Z,2017-12-07T02:00:00Z,2017-12-06T02:00:00Z,7.0,211.0,False,6.9,1.15,,False,sem viés
2017-12-06T02:00:00Z,2017-10-26T02:00:00Z,2017-10-25T02:00:00Z,7.5,210.0,False,7.4,0.8,,False,sem viés
2017-10-25T02:00:00Z,2017-09-08T03:00:00Z,2017-09-06T03:00:00Z,8.25,209.0,False,8.15,1.03,,False,sem viés
2017-09-06T03:00:00Z,2017-07-27T03:00:00Z,2017-07-26T03:00:00Z,9.25,208.0,False,9.15,1.05,,False,sem viés
2017-07-26T03:00:00Z,2017-06-01T03:00:00Z,2017-05-31T03:00:00Z,10.25,207.0,False,10.15,1.51,,False,sem viés
2017-05-31T03:00:00Z,2017-04-13T03:00:00Z,2017-04-12T03:00:00Z,11.25,206.0,False,11.15,1.35,,False,sem viés
2017-04-12T03:00:00Z,2017-02-23T03:00:00Z,2017-02-22T03:00:00Z,12.25,205.0,False,12.15,1.51,,False,sem viés
2017-02-22T03:00:00Z,2017-01-12T02:00:00Z,2017-01-11T02:00:00Z,13.0,204.0,False,12.9,1.45,,False,sem viés
2017-01-11T02:00:00Z,2016-12-01T02:00:00Z,2016-11-30T02:00:00Z,13.75,203.0,False,13.65,1.53,,False,sem viés
2016-11-30T02:00:00Z,2016-10-20T02:00:00Z,2016-10-19T02:00:00Z,14.0,202.0,False,13.9,1.46,,False,sem viés
2016-10-19T02:00:00Z,2016-09-01T03:00:00Z,2016-08-31T03:00:00Z,14.25,201.0,False,14.15,1.75,,False,sem viés
2016-08-31T03:00:00Z,2016-07-21T03:00:00Z,2016-07-20T03:00:00Z,14.25,200.0,False,14.15,1.59,,False,sem viés
2016-07-20T03:00:00Z,2016-06-09T03:00:00Z,2016-06-08T03:00:00Z,14.25,199.0,False,14.15,1.59,,False,sem viés
2016-06-08T03:00:00Z,2016-04-28T03:00:00Z,2016-04-27T03:00:00Z,14.25,198.0,False,14.15,1.53,,False,sem viés
2016-04-27T03:00:00Z,2016-03-03T03:00:00Z,2016-03-02T03:00:00Z,14.25,197.0,False,14.15,2.02,,False,sem viés
2016-03-02T03:00:00Z,2016-01-21T02:00:00Z,2016-01-20T02:00:00Z,14.25,196.0,False,14.15,1.48,,False,sem viés
2016-01-20T02:00:00Z,2015-11-26T02:00:00Z,2015-11-25T02:00:00Z,14.25,195.0,False,14.15,2.02,,False,sem viés
2015-11-25T02:00:00Z,2015-10-22T02:00:00Z,2015-10-21T02:00:00Z,14.25,194.0,False,14.15,1.27,,False,sem viés
2015-10-21T02:00:00Z,2015-09-03T03:00:00Z,2015-09-02T03:00:00Z,14.25,193.0,False,14.15,1.75,,False,sem viés
2015-09-02T03:00:00Z,2015-07-30T03:00:00Z,2015-07-29T03:00:00Z,14.25,192.0,False,14.15,1.32,,False,sem viés
2015-07-29T03:00:00Z,2015-06-04T03:00:00Z,2015-06-03T03:00:00Z,13.75,191.0,False,13.65,2.0,,False,sem viés
2015-06-03T03:00:00Z,2015-04-30T03:00:00Z,2015-04-29T03:00:00Z,13.25,190.0,False,13.15,1.18,,False,sem viés
